transaction_id,customer_id,amount,hour,merchant_category,country,is_international,device_age_days,account_age_days,transactions_last_hour,transactions_last_24h,distance_from_home_km,card_present,previous_declines_24h,avg_transaction_amount_30d,amount_vs_customer_average,is_new_merchant,fraud
tx_evaluation_00000056,cust_005315,175.28,23,travel,US,0,702,1057,3,5,9.94,1,1,203.9,0.86,0,0
tx_evaluation_00000057,cust_004589,18.37,15,groceries,MX,1,280,1086,0,8,37.36,1,0,58.67,0.313,0,0
tx_evaluation_00000058,cust_000449,84.18,17,restaurants,US,0,239,548,2,9,110.15,1,0,120.43,0.699,0,0
tx_evaluation_00000059,cust_001263,71.31,3,restaurants,US,0,80,1163,1,6,21.08,0,0,112.86,0.632,0,0
tx_evaluation_00000060,cust_001602,236.66,17,online_retail,US,0,260,1787,2,4,21.28,1,0,43.18,5.48,0,0
tx_evaluation_00000061,cust_003459,21.77,19,restaurants,CA,1,558,2330,2,9,50.76,0,0,43.53,0.5,0,0
tx_evaluation_00000062,cust_008532,38.74,20,electronics,US,0,309,858,1,5,51.1,0,0,37.85,1.023,0,0
tx_evaluation_00000063,cust_008031,60.32,11,groceries,US,0,513,1049,2,8,144.14,1,1,32.17,1.875,1,0
tx_evaluation_00000064,cust_008126,79.91,12,luxury,CA,1,304,1576,2,9,71.76,1,0,42.18,1.894,0,0
tx_evaluation_00000065,cust_000028,158.93,15,fuel,CA,1,472,1632,2,10,11.13,0,1,58.16,2.733,0,0
tx_evaluation_00000066,cust_009665,91.02,0,fuel,FR,1,116,675,0,9,80.11,1,0,81.57,1.116,0,0
tx_evaluation_00000067,cust_006404,68.36,22,fuel,US,0,222,846,0,7,2.05,1,1,61.74,1.107,0,0
tx_evaluation_00000068,cust_002630,186.48,20,groceries,MX,1,98,220,1,8,17.07,0,0,24.05,7.755,0,0
tx_evaluation_00000069,cust_001106,542.43,9,fuel,US,0,167,2656,2,8,61.02,0,0,56.81,9.548,0,0
tx_evaluation_00000070,cust_002852,17.19,1,online_retail,US,0,298,1937,3,8,16.32,1,0,144.63,0.119,0,0
tx_evaluation_00000071,cust_009699,66.3,7,online_retail,US,0,534,1679,3,6,52.45,0,0,24.63,2.692,0,0
tx_evaluation_00000072,cust_003273,142.54,10,restaurants,US,0,597,2259,1,6,73.55,1,0,32.99,4.321,0,0
tx_evaluation_00000073,cust_002612,72.66,23,restaurants,GB,1,43,756,1,7,42.74,0,0,76.38,0.951,0,0
tx_evaluation_00000074,cust_003646,279.96,4,fuel,US,0,261,1147,0,5,48.97,1,0,32.19,8.698,1,0
tx_evaluation_00000075,cust_002916,47.74,19,electronics,US,0,375,979,1,7,56.81,1,0,18.56,2.572,1,0
tx_evaluation_00000076,cust_002826,24.19,14,groceries,US,0,555,1262,2,5,31.39,1,0,24.41,0.991,0,0
tx_evaluation_00000077,cust_000060,159.26,18,fuel,US,0,500,1060,2,10,34.46,0,0,29.86,5.333,0,0
tx_evaluation_00000078,cust_005625,4.17,3,luxury,US,0,359,2184,1,8,53.5,1,0,48.08,0.087,0,0
tx_evaluation_00000079,cust_004665,41.44,13,groceries,US,0,156,1917,1,9,39.41,1,1,170.58,0.243,0,0
tx_evaluation_00000080,cust_001896,710.58,11,restaurants,CA,1,66,972,0,5,49.01,0,1,125.59,5.658,0,0
tx_evaluation_00000081,cust_000776,68.46,19,groceries,MX,1,219,1499,3,4,50.56,0,2,25.82,2.652,1,1
tx_evaluation_00000082,cust_011500,95.37,22,utilities,US,0,157,1573,1,8,40.69,1,0,54.37,1.754,0,0
tx_evaluation_00000083,cust_007567,25.75,4,restaurants,DE,1,52,1336,1,6,56.84,0,2,114.44,0.225,0,0
tx_evaluation_00000084,cust_004311,65.16,11,fuel,US,0,110,822,1,6,31.99,0,0,103.55,0.629,0,0
tx_evaluation_00000085,cust_008362,57.85,12,restaurants,US,0,397,384,0,9,21.15,0,0,57.86,1.0,0,0
tx_evaluation_00000086,cust_008132,427.66,1,fuel,US,0,387,2229,2,8,165.83,1,0,76.12,5.618,0,0
tx_evaluation_00000087,cust_009625,24.29,15,online_retail,CA,1,693,1195,2,11,38.93,1,1,26.88,0.904,0,0
tx_evaluation_00000088,cust_010380,4.21,2,groceries,US,0,340,2194,0,10,57.93,0,0,109.88,0.05,0,0
tx_evaluation_00000089,cust_000072,100.15,2,fuel,US,0,490,991,1,12,64.35,1,1,50.94,1.966,1,0
tx_evaluation_00000090,cust_005968,314.2,3,utilities,US,0,228,775,2,8,34.87,1,0,115.8,2.713,0,0
tx_evaluation_00000091,cust_007944,33.49,10,fuel,US,0,339,514,3,8,74.64,1,0,34.1,0.982,0,0
tx_evaluation_00000092,cust_004881,10.77,18,groceries,US,0,433,1841,3,10,193.69,1,0,137.47,0.078,1,0
tx_evaluation_00000093,cust_007357,22.81,4,fuel,CA,1,282,1540,2,13,28.13,1,0,60.02,0.38,0,0
tx_evaluation_00000094,cust_006930,102.88,19,utilities,US,0,414,1595,1,10,67.76,0,0,38.57,2.667,0,0
tx_evaluation_00000095,cust_010241,38.01,17,travel,US,0,835,217,0,10,49.93,0,0,24.72,1.538,0,0
tx_evaluation_00000096,cust_010071,69.57,2,online_retail,US,0,580,583,0,10,44.28,0,0,21.34,3.26,1,0
tx_evaluation_00000097,cust_007453,6.31,12,fuel,US,0,218,517,1,10,79.82,1,0,55.46,0.114,1,0
tx_evaluation_00000098,cust_000969,39.63,22,restaurants,US,0,136,437,0,4,17.37,1,0,175.11,0.226,1,0
tx_evaluation_00000099,cust_006556,146.68,16,electronics,JP,1,198,1404,1,10,11.46,0,0,62.5,2.347,0,0
tx_evaluation_00000100,cust_000621,51.18,12,fuel,US,0,212,1355,1,8,69.43,1,0,51.12,1.001,0,0
tx_evaluation_00000101,cust_008067,23.95,16,online_retail,US,0,170,1639,0,11,92.83,1,0,30.26,0.792,0,0
tx_evaluation_00000102,cust_010681,190.93,10,groceries,US,0,301,1201,3,7,74.36,1,0,44.04,4.335,0,0
tx_evaluation_00000103,cust_009491,178.93,7,groceries,CA,1,313,509,0,12,19.44,0,1,98.76,1.812,1,0
tx_evaluation_00000104,cust_000205,41.87,10,travel,US,0,313,1806,1,9,12.79,1,0,95.56,0.438,0,0
tx_evaluation_00000105,cust_004691,31.76,13,online_retail,DE,1,196,1580,1,8,9.71,1,0,95.81,0.331,0,0
tx_evaluation_00000106,cust_000248,239.38,9,utilities,CA,1,657,870,0,6,42.34,1,0,50.02,4.786,0,0
tx_evaluation_00000107,cust_010064,38.48,5,groceries,US,0,157,681,1,8,36.74,1,0,21.7,1.773,0,0
tx_evaluation_00000108,cust_002549,56.64,12,travel,US,0,565,1318,2,10,54.22,1,0,72.14,0.785,0,0
tx_evaluation_00000109,cust_005141,403.82,7,groceries,US,0,523,1227,0,5,81.0,1,0,96.95,4.165,0,0
tx_evaluation_00000110,cust_008363,80.39,21,travel,CA,1,164,1141,1,7,15.22,1,0,63.11,1.274,0,0
tx_evaluation_00000111,cust_006710,40.63,7,travel,JP,1,400,1291,1,7,114.87,1,1,52.48,0.774,0,0
tx_evaluation_00000112,cust_011514,9.24,15,restaurants,CA,1,517,2064,1,6,24.78,0,0,44.84,0.206,0,0
tx_evaluation_00000113,cust_011397,69.09,10,groceries,US,0,140,1369,2,6,96.46,1,0,36.92,1.872,0,0
tx_evaluation_00000114,cust_011033,61.15,17,electronics,US,0,132,531,0,7,53.79,0,0,82.74,0.739,0,0
tx_evaluation_00000115,cust_011431,35.74,1,restaurants,US,0,352,1442,2,13,25.94,1,1,88.58,0.403,1,0
tx_evaluation_00000116,cust_004362,168.27,16,fuel,US,0,438,1474,0,4,92.58,1,0,88.97,1.891,0,0
tx_evaluation_00000117,cust_001803,18.33,8,groceries,US,0,340,1077,3,6,19.25,1,0,50.39,0.364,0,0
tx_evaluation_00000118,cust_008728,13.7,4,fuel,FR,1,332,777,0,7,115.93,1,0,41.63,0.329,0,0
tx_evaluation_00000119,cust_007048,30.32,10,fuel,CA,1,219,701,0,5,87.97,1,0,26.89,1.128,0,0
tx_evaluation_00000120,cust_006324,63.15,12,restaurants,US,0,235,1112,3,13,61.99,1,0,52.25,1.209,0,0
tx_evaluation_00000121,cust_010438,14.44,12,travel,US,0,161,691,0,7,68.73,1,0,14.97,0.965,0,0
tx_evaluation_00000122,cust_008524,19.91,19,online_retail,CA,1,646,889,2,9,31.35,0,0,55.02,0.362,1,0
tx_evaluation_00000123,cust_008701,27.71,16,groceries,CA,1,224,1245,0,6,49.43,1,0,73.54,0.377,1,0
tx_evaluation_00000124,cust_005762,60.87,13,restaurants,US,0,298,1164,0,3,14.74,1,0,84.29,0.722,0,0
tx_evaluation_00000125,cust_004496,30.87,1,utilities,GB,1,287,413,2,7,17.01,1,0,39.43,0.783,0,0
tx_evaluation_00000126,cust_001747,165.08,11,groceries,US,0,323,899,1,4,67.17,1,0,42.26,3.906,0,0
tx_evaluation_00000127,cust_002285,6.76,17,travel,US,0,149,1229,0,7,45.94,1,0,12.05,0.561,0,0
tx_evaluation_00000128,cust_006156,91.89,15,utilities,US,0,456,1328,0,3,109.51,1,1,46.41,1.98,0,0
tx_evaluation_00000129,cust_005079,33.69,17,luxury,US,0,362,1333,2,12,5.76,1,0,20.18,1.669,0,0
tx_evaluation_00000130,cust_011333,96.85,11,electronics,US,0,531,1568,1,5,170.67,1,0,40.57,2.387,0,0
tx_evaluation_00000131,cust_007842,438.53,22,fuel,CA,1,248,757,0,13,7.49,1,1,195.86,2.239,0,0
tx_evaluation_00000132,cust_010789,56.64,17,restaurants,US,0,258,1275,1,7,89.46,0,0,36.13,1.567,0,0
tx_evaluation_00000133,cust_011230,73.93,21,electronics,US,0,277,725,1,5,37.88,1,0,12.86,5.747,1,0
tx_evaluation_00000134,cust_004154,140.05,6,electronics,US,0,455,1442,1,4,16.68,1,0,54.47,2.571,0,0
tx_evaluation_00000135,cust_001855,16.11,5,travel,GB,1,307,1190,2,10,62.66,0,0,165.02,0.098,0,0
tx_evaluation_00000136,cust_002031,117.73,4,online_retail,US,0,232,837,0,3,75.74,1,0,15.32,7.686,0,0
tx_evaluation_00000137,cust_010096,137.33,10,groceries,DE,1,386,735,1,9,98.03,1,0,34.56,3.973,0,0
tx_evaluation_00000138,cust_008897,53.06,2,electronics,FR,1,341,1065,1,11,72.85,0,0,44.67,1.188,0,0
tx_evaluation_00000139,cust_005483,116.89,11,online_retail,FR,1,737,1986,1,12,169.45,0,0,20.55,5.687,0,1
tx_evaluation_00000140,cust_001243,69.19,15,restaurants,CA,1,304,1602,1,9,23.43,1,0,48.64,1.422,0,0
tx_evaluation_00000141,cust_006191,28.37,0,electronics,CA,1,296,916,2,8,35.98,1,0,105.6,0.269,0,0
tx_evaluation_00000142,cust_004417,16.35,16,electronics,CA,1,688,649,2,10,34.86,1,0,88.84,0.184,0,0
tx_evaluation_00000143,cust_006003,162.38,12,fuel,US,0,107,1247,0,10,60.49,1,0,15.13,10.731,0,0
tx_evaluation_00000144,cust_008206,361.27,18,groceries,US,0,113,894,0,7,66.73,0,0,95.53,3.782,0,0
tx_evaluation_00000145,cust_004682,27.75,8,electronics,US,0,755,1976,2,8,24.07,0,1,74.72,0.371,0,0
tx_evaluation_00000146,cust_008682,88.09,17,utilities,US,0,588,804,2,7,37.36,1,3,54.09,1.628,0,0
tx_evaluation_00000147,cust_009767,18.12,12,restaurants,US,0,92,1804,0,5,49.17,1,0,10.01,1.81,1,0
tx_evaluation_00000148,cust_008063,38.13,9,groceries,US,0,505,641,0,4,26.87,1,0,99.36,0.384,0,0
tx_evaluation_00000149,cust_003870,37.21,20,online_retail,CA,1,408,1226,5,11,27.35,1,0,28.78,1.293,0,0
tx_evaluation_00000150,cust_009777,19.56,22,groceries,US,0,134,1252,0,8,51.35,0,0,30.65,0.638,1,0
tx_evaluation_00000151,cust_005956,56.77,15,fuel,CA,1,600,592,0,3,107.8,0,1,39.18,1.449,0,0
tx_evaluation_00000152,cust_007045,165.03,0,groceries,CA,1,444,1500,2,8,8.74,0,1,49.83,3.312,0,0
tx_evaluation_00000153,cust_002850,107.29,6,online_retail,DE,1,122,4421,1,5,39.3,1,0,40.69,2.637,0,0
tx_evaluation_00000154,cust_005043,36.58,19,groceries,CA,1,316,471,0,6,5.22,1,0,155.13,0.236,0,0
tx_evaluation_00000155,cust_011767,254.61,12,restaurants,US,0,231,1406,1,11,25.48,0,0,33.82,7.529,0,0
tx_evaluation_00000156,cust_009958,76.49,20,restaurants,US,0,478,632,0,9,46.42,0,0,52.99,1.444,0,0
tx_evaluation_00000157,cust_003178,372.98,2,fuel,JP,1,118,519,1,5,44.1,0,0,33.25,11.216,0,1
tx_evaluation_00000158,cust_010520,16.68,23,groceries,GB,1,151,1246,1,7,23.4,1,0,41.47,0.402,0,0
tx_evaluation_00000159,cust_009690,1260.85,4,restaurants,US,0,297,884,1,12,49.76,0,0,91.17,13.83,0,0
tx_evaluation_00000160,cust_006803,51.75,2,electronics,GB,1,718,801,3,9,41.16,1,0,76.16,0.679,0,0
tx_evaluation_00000161,cust_000605,18.94,21,restaurants,US,0,275,1417,2,7,65.16,1,0,49.38,0.384,0,0
tx_evaluation_00000162,cust_008976,21.28,10,online_retail,DE,1,936,1162,1,6,73.09,0,0,64.44,0.33,1,0
tx_evaluation_00000163,cust_006209,157.24,11,groceries,US,0,239,1044,2,6,47.47,0,0,45.72,3.44,0,0
tx_evaluation_00000164,cust_009561,153.03,4,online_retail,CA,1,86,1982,2,5,185.65,0,1,316.1,0.484,0,0
tx_evaluation_00000165,cust_004099,139.55,13,groceries,JP,1,274,897,0,2,15.07,1,0,21.49,6.494,0,0
tx_evaluation_00000166,cust_007208,113.88,17,fuel,US,0,491,771,0,5,74.9,1,0,37.52,3.035,1,0
tx_evaluation_00000167,cust_007369,20.08,14,restaurants,US,0,490,1292,1,7,102.1,1,0,40.23,0.499,0,0
tx_evaluation_00000168,cust_010326,53.71,7,restaurants,US,0,477,901,1,7,12.64,0,0,185.9,0.289,0,0
tx_evaluation_00000169,cust_000517,6.14,12,fuel,US,0,220,1186,1,6,13.76,1,0,236.33,0.05,0,0
tx_evaluation_00000170,cust_007232,25.9,20,groceries,US,0,499,1369,2,6,47.5,1,0,153.41,0.169,0,0
tx_evaluation_00000171,cust_008630,121.52,23,electronics,CA,1,374,1699,1,9,3.57,1,0,41.54,2.925,0,0
tx_evaluation_00000172,cust_010992,9.51,8,online_retail,JP,1,42,2588,6,11,50.97,0,0,109.32,0.087,0,0
tx_evaluation_00000173,cust_010475,670.62,11,restaurants,US,0,181,1661,0,5,90.63,0,0,50.34,13.323,1,0
tx_evaluation_00000174,cust_005496,221.73,19,restaurants,US,0,593,966,5,15,32.45,0,0,30.45,7.281,0,0
tx_evaluation_00000175,cust_011177,19.9,12,fuel,GB,1,266,1826,0,10,30.12,1,0,41.11,0.484,0,0
tx_evaluation_00000176,cust_002002,129.41,21,groceries,MX,1,410,1265,1,2,13.94,1,0,64.23,2.015,0,0
tx_evaluation_00000177,cust_009072,109.45,23,groceries,DE,1,486,740,2,6,101.6,1,1,40.02,2.735,0,0
tx_evaluation_00000178,cust_001746,54.71,19,utilities,CA,1,207,1181,1,8,55.14,0,1,55.06,0.994,0,0
tx_evaluation_00000179,cust_001587,113.45,0,restaurants,US,0,518,817,1,6,55.63,0,0,27.61,4.109,1,0
tx_evaluation_00000180,cust_000711,48.22,4,groceries,GB,1,252,960,0,9,8.16,1,0,59.49,0.811,0,0
tx_evaluation_00000181,cust_005739,61.84,2,groceries,US,0,458,1064,0,7,54.62,1,0,18.8,3.289,0,0
tx_evaluation_00000182,cust_011213,109.41,21,restaurants,US,0,146,2617,3,12,68.56,0,0,189.47,0.577,0,0
tx_evaluation_00000183,cust_004395,102.48,14,restaurants,CA,1,567,938,0,2,169.58,0,1,72.21,1.419,0,0
tx_evaluation_00000184,cust_003090,89.25,20,groceries,US,0,142,1654,3,9,15.56,1,1,91.21,0.978,0,0
tx_evaluation_00000185,cust_003156,91.16,0,online_retail,US,0,440,539,3,7,51.03,1,0,35.13,2.595,0,0
tx_evaluation_00000186,cust_001853,170.38,13,groceries,GB,1,174,711,1,7,77.52,0,0,114.03,1.494,1,0
tx_evaluation_00000187,cust_007329,143.04,15,fuel,US,0,546,778,2,6,60.62,1,0,44.8,3.193,1,0
tx_evaluation_00000188,cust_011387,19.96,1,groceries,US,0,357,3194,0,1,23.07,1,1,45.94,0.434,0,0
tx_evaluation_00000189,cust_002797,30.74,9,groceries,US,0,195,787,0,7,6.22,0,0,51.46,0.597,1,0
tx_evaluation_00000190,cust_005223,283.74,21,online_retail,JP,1,305,518,1,7,58.72,1,0,57.97,4.895,0,0
tx_evaluation_00000191,cust_010632,314.56,4,restaurants,FR,1,152,838,1,12,10.53,1,0,49.74,6.324,0,0
tx_evaluation_00000192,cust_005111,115.3,8,luxury,US,0,171,744,6,8,21.46,1,0,22.88,5.039,0,0
tx_evaluation_00000193,cust_006900,50.29,23,groceries,US,0,342,1522,2,11,120.38,1,0,43.29,1.162,0,0
tx_evaluation_00000194,cust_004219,150.68,7,restaurants,US,0,218,1124,5,10,32.92,1,2,38.69,3.895,0,0
tx_evaluation_00000195,cust_011490,131.31,11,groceries,US,0,318,1077,2,8,41.24,1,0,28.12,4.67,0,0
tx_evaluation_00000196,cust_003708,14.15,5,groceries,CA,1,329,1198,0,13,82.94,1,0,16.3,0.868,0,0
tx_evaluation_00000197,cust_006627,71.24,14,electronics,US,0,195,1813,2,8,25.92,1,0,65.82,1.082,0,0
tx_evaluation_00000198,cust_007266,16.42,10,restaurants,FR,1,202,2036,1,9,12.46,1,1,36.2,0.454,0,0
tx_evaluation_00000199,cust_010560,42.08,7,travel,US,0,236,845,2,8,11.6,1,0,178.45,0.236,1,0
tx_evaluation_00000200,cust_011775,68.83,7,online_retail,US,0,352,822,0,5,56.13,0,0,34.42,2.0,1,0
tx_evaluation_00000201,cust_000341,372.55,20,restaurants,US,0,346,1292,0,4,71.41,0,1,19.24,19.362,0,0
tx_evaluation_00000202,cust_000378,8.03,15,groceries,US,0,243,723,1,4,45.23,1,0,152.37,0.053,0,0
tx_evaluation_00000203,cust_004121,46.69,20,travel,US,0,261,1755,2,9,40.25,1,0,37.97,1.23,0,0
tx_evaluation_00000204,cust_005953,131.96,22,groceries,US,0,245,350,1,10,51.44,1,0,12.04,10.958,0,0
tx_evaluation_00000205,cust_006950,129.98,17,electronics,US,0,79,608,0,5,2.36,1,0,143.71,0.904,0,0
tx_evaluation_00000206,cust_008083,156.18,18,groceries,US,0,300,1328,3,9,101.74,1,0,104.9,1.489,0,0
tx_evaluation_00000207,cust_006912,24.69,20,online_retail,US,0,253,2873,0,7,86.92,1,0,57.93,0.426,0,0
tx_evaluation_00000208,cust_000171,58.6,10,fuel,US,0,363,2088,2,5,89.12,0,1,47.96,1.222,0,0
tx_evaluation_00000209,cust_011201,41.99,20,groceries,US,0,584,1362,2,5,17.12,1,0,10.64,3.945,0,0
tx_evaluation_00000210,cust_007434,247.22,0,restaurants,DE,1,430,1533,2,10,23.48,1,0,535.92,0.461,0,0
tx_evaluation_00000211,cust_007072,58.1,0,travel,CA,1,740,576,3,7,25.76,1,0,92.13,0.631,0,0
tx_evaluation_00000212,cust_008468,67.9,15,groceries,CA,1,305,1044,0,10,19.21,1,0,69.55,0.976,0,0
tx_evaluation_00000213,cust_011834,80.72,16,groceries,US,0,288,1514,0,8,75.28,1,0,175.13,0.461,0,0
tx_evaluation_00000214,cust_000367,18.0,18,restaurants,US,0,219,1058,1,8,50.51,1,1,22.48,0.801,0,0
tx_evaluation_00000215,cust_009038,111.9,2,restaurants,CA,1,296,787,3,6,52.37,1,0,55.35,2.022,0,0
tx_evaluation_00000216,cust_003753,22.08,10,travel,US,0,444,937,1,4,62.1,1,0,49.52,0.446,0,0
tx_evaluation_00000217,cust_008313,80.09,8,groceries,US,0,259,964,2,10,74.99,1,0,66.78,1.199,0,0
tx_evaluation_00000218,cust_006181,32.28,7,online_retail,CA,1,1266,783,2,7,87.83,1,0,169.91,0.19,0,0
tx_evaluation_00000219,cust_004046,221.03,12,groceries,US,0,397,1603,1,8,64.41,1,0,14.8,14.938,0,0
tx_evaluation_00000220,cust_007427,69.26,22,travel,US,0,448,2538,2,19,33.63,0,0,18.63,3.718,0,0
tx_evaluation_00000221,cust_009486,459.87,16,fuel,US,0,156,166,3,12,86.07,0,0,43.81,10.497,0,0
tx_evaluation_00000222,cust_009092,7.14,10,fuel,US,0,244,1178,1,8,41.39,1,0,27.37,0.261,0,0
tx_evaluation_00000223,cust_006314,263.05,11,travel,US,0,237,1870,1,10,91.36,1,0,77.36,3.4,0,0
tx_evaluation_00000224,cust_004642,157.59,2,groceries,US,0,246,754,1,12,125.3,1,0,143.76,1.096,0,0
