transaction_id,customer_id,amount,hour,merchant_category,country,is_international,device_age_days,account_age_days,transactions_last_hour,transactions_last_24h,distance_from_home_km,card_present,previous_declines_24h,avg_transaction_amount_30d,amount_vs_customer_average,is_new_merchant,fraud
tx_live_00000108,cust_007344,8.33,23,online_retail,US,0,268,858,1,8,22.21,0,0,40.53,0.206,0,0
tx_live_00000109,cust_010972,525.79,7,luxury,CA,1,242,934,0,9,58.55,1,1,31.78,16.543,0,1
tx_live_00000110,cust_004901,29.89,19,restaurants,US,0,258,878,2,8,59.38,0,0,19.47,1.536,0,0
tx_live_00000111,cust_001983,235.55,2,luxury,US,0,326,464,1,5,145.05,0,2,33.63,7.005,0,1
tx_live_00000112,cust_007747,32.63,7,electronics,FR,1,274,2007,2,7,86.58,1,0,28.22,1.156,0,0
tx_live_00000113,cust_003124,45.27,15,online_retail,CA,1,626,1401,1,8,124.04,0,0,44.48,1.018,0,0
tx_live_00000114,cust_000399,12.71,8,electronics,US,0,549,1473,1,2,88.12,0,1,109.47,0.116,0,0
tx_live_00000115,cust_004753,231.02,1,restaurants,CA,1,374,901,2,10,76.14,0,0,64.26,3.595,0,0
tx_live_00000116,cust_004959,45.85,17,fuel,US,0,349,566,0,8,30.75,1,1,11.22,4.086,0,0
tx_live_00000117,cust_010740,343.42,15,electronics,CA,1,339,1475,1,9,25.18,1,1,142.34,2.413,0,0
tx_live_00000118,cust_005623,449.83,11,groceries,US,0,371,900,1,4,10.8,1,0,69.09,6.0,0,0
tx_live_00000119,cust_011113,236.82,21,groceries,MX,1,487,1214,2,3,43.39,0,1,50.09,4.728,0,1
tx_live_00000120,cust_007005,288.79,2,online_retail,US,0,625,1791,1,6,16.93,0,0,85.15,3.391,0,0
tx_live_00000121,cust_007050,15.47,6,online_retail,US,0,117,1042,0,1,27.71,0,0,42.51,0.364,0,0
tx_live_00000122,cust_011020,105.12,5,electronics,US,0,295,1123,1,5,69.8,1,0,51.13,2.056,0,0
tx_live_00000123,cust_000954,24.51,12,restaurants,US,0,261,720,3,11,38.65,1,0,101.33,0.242,1,0
tx_live_00000124,cust_000245,21.67,2,groceries,DE,1,406,710,1,10,163.61,0,1,29.08,0.745,0,0
tx_live_00000125,cust_000368,75.53,18,groceries,US,0,498,919,0,6,205.0,0,1,24.13,3.13,0,0
tx_live_00000126,cust_007407,1838.53,9,online_retail,US,0,120,900,0,1,2.68,1,0,35.85,6.0,0,0
tx_live_00000127,cust_008223,252.42,1,travel,US,0,500,986,1,6,26.09,1,0,30.96,8.153,1,0
tx_live_00000128,cust_000051,47.94,18,groceries,US,0,181,1177,2,5,21.35,1,0,392.67,0.122,0,0
tx_live_00000129,cust_004780,177.41,18,restaurants,CA,1,314,560,0,6,83.81,1,1,82.71,2.145,0,0
tx_live_00000130,cust_007695,116.34,18,groceries,CA,1,495,1390,0,9,12.88,1,0,14.71,7.907,0,0
tx_live_00000131,cust_008011,66.18,22,groceries,FR,1,196,759,2,8,54.75,1,0,66.18,1.0,1,0
tx_live_00000132,cust_006520,26.37,14,restaurants,US,0,305,741,2,9,51.63,1,0,82.76,0.319,0,0
tx_live_00000133,cust_004199,69.5,17,online_retail,GB,1,170,2355,2,11,62.26,0,0,17.88,3.887,1,0
tx_live_00000134,cust_003712,2128.89,11,restaurants,MX,1,334,580,0,2,52.35,1,0,35.26,50.0,0,0
tx_live_00000135,cust_009490,26.6,18,travel,US,0,677,1687,2,9,31.6,0,1,9.45,2.815,0,0
tx_live_00000136,cust_002430,56.35,18,utilities,MX,1,275,1931,0,6,41.03,1,0,57.84,0.974,0,0
tx_live_00000137,cust_003411,27.62,8,electronics,BR,1,80,1984,2,5,71.24,0,0,19.12,1.444,0,0
tx_live_00000138,cust_006306,258.27,3,fuel,DE,1,711,639,2,9,34.51,1,0,64.35,4.014,0,0
tx_live_00000139,cust_011012,394.69,15,electronics,US,0,52,774,1,4,41.97,1,0,32.83,12.021,0,0
tx_live_00000140,cust_011605,249.45,10,fuel,US,0,230,2339,3,15,15.44,1,1,29.13,8.564,1,1
tx_live_00000141,cust_007738,469.84,14,luxury,BR,1,313,1800,1,9,31.29,1,0,104.33,4.503,0,0
tx_live_00000142,cust_007088,1045.89,10,online_retail,US,0,606,900,1,6,22.17,1,0,32.13,6.0,0,0
tx_live_00000143,cust_000691,347.31,5,online_retail,US,0,114,793,1,6,55.38,0,0,26.82,12.947,0,0
tx_live_00000144,cust_006962,29.39,0,groceries,US,0,282,820,2,7,52.3,0,0,37.5,0.784,0,0
tx_live_00000145,cust_001720,307.91,22,groceries,JP,1,277,594,1,11,15.38,1,0,68.42,4.5,0,0
tx_live_00000146,cust_004607,288.73,6,fuel,CA,1,629,881,1,10,99.2,1,0,59.27,4.872,0,0
tx_live_00000147,cust_000407,35.74,19,restaurants,CA,1,254,735,1,7,90.64,0,1,53.29,0.671,1,0
tx_live_00000148,cust_006443,168.4,17,groceries,US,0,238,980,0,9,8.83,0,1,53.32,3.159,0,0
tx_live_00000149,cust_001157,22.75,15,fuel,US,0,572,827,1,7,41.38,0,0,17.39,1.309,0,0
tx_live_00000150,cust_000583,16.5,21,electronics,US,0,168,824,4,8,28.98,1,0,48.11,0.343,0,0
tx_live_00000151,cust_010433,16.65,6,online_retail,US,0,518,2508,1,8,58.29,1,0,68.34,0.244,0,0
tx_live_00000152,cust_010420,22.1,19,groceries,US,0,309,507,1,14,51.71,1,0,115.72,0.191,0,0
tx_live_00000153,cust_004021,21.28,12,groceries,US,0,302,531,0,8,10.78,1,1,146.67,0.145,0,0
tx_live_00000154,cust_006368,58.96,17,restaurants,US,0,178,699,1,6,35.49,1,1,58.35,1.01,0,0
tx_live_00000155,cust_009430,370.23,1,fuel,US,0,145,1194,0,10,27.35,0,0,83.24,4.448,0,0
tx_live_00000156,cust_001218,51.03,3,fuel,DE,1,65,944,2,8,72.33,0,0,53.13,0.96,0,0
tx_live_00000157,cust_005246,28.26,19,restaurants,CA,1,327,1635,0,4,43.76,1,0,49.76,0.568,0,0
tx_live_00000158,cust_002110,128.95,7,restaurants,US,0,975,814,1,8,24.04,0,0,90.5,1.425,0,0
tx_live_00000159,cust_009956,51.26,17,electronics,CA,1,646,835,1,8,59.2,0,0,72.98,0.702,0,0
tx_live_00000160,cust_007697,71.74,21,luxury,US,0,342,2747,2,9,16.7,1,0,14.0,5.123,0,0
tx_live_00000161,cust_004152,97.03,14,electronics,US,0,299,1031,2,11,22.0,0,0,38.13,2.545,1,0
tx_live_00000162,cust_004742,101.01,13,online_retail,MX,1,242,994,3,11,50.77,1,0,56.59,1.785,0,0
tx_live_00000163,cust_000405,33.07,14,fuel,US,0,965,647,2,9,37.77,1,0,16.0,2.067,0,0
tx_live_00000164,cust_010839,51.17,3,electronics,US,0,230,711,1,5,65.84,1,1,58.51,0.875,0,0
tx_live_00000165,cust_001489,165.38,7,online_retail,US,0,482,984,1,3,15.32,1,0,53.47,3.093,0,0
tx_live_00000166,cust_011983,44.98,17,groceries,US,0,427,1186,2,10,29.3,1,0,41.28,1.09,0,0
tx_live_00000167,cust_005549,51.43,23,fuel,FR,1,571,845,0,11,10.3,1,1,47.48,1.083,0,0
tx_live_00000168,cust_005865,1729.33,19,fuel,US,0,344,900,1,7,16.24,1,0,14.38,6.0,0,0
tx_live_00000169,cust_004026,99.42,23,electronics,US,0,333,1430,2,11,28.0,1,0,20.43,4.866,0,0
tx_live_00000170,cust_004126,47.66,14,restaurants,CA,1,482,2194,3,8,68.84,1,0,79.06,0.603,0,0
tx_live_00000171,cust_005855,114.41,0,travel,US,0,124,427,2,5,99.52,1,0,21.85,5.236,0,0
tx_live_00000172,cust_011299,64.92,16,groceries,US,0,497,2043,2,8,10.57,1,1,33.51,1.937,0,0
tx_live_00000173,cust_009679,17.69,16,groceries,FR,1,460,2332,4,10,18.59,0,1,62.52,0.283,0,0
tx_live_00000174,cust_002778,124.79,8,electronics,US,0,357,1054,2,5,48.65,0,0,125.5,0.994,0,0
tx_live_00000175,cust_002145,27.46,16,groceries,DE,1,353,1817,2,8,75.98,1,0,72.42,0.379,0,0
tx_live_00000176,cust_008882,1392.39,16,electronics,US,0,326,1208,2,13,22.36,1,0,34.92,39.872,1,0
tx_live_00000177,cust_009742,87.43,15,groceries,US,0,574,1767,1,9,16.78,1,0,61.45,1.423,0,0
tx_live_00000178,cust_007101,49.48,17,restaurants,US,0,239,1727,1,10,7.14,1,0,22.54,2.195,0,0
tx_live_00000179,cust_001165,153.31,14,electronics,FR,1,166,819,2,7,10.66,1,0,34.86,4.397,0,0
tx_live_00000180,cust_004652,283.23,4,utilities,US,0,370,1559,5,11,77.53,0,2,140.67,2.013,0,1
tx_live_00000181,cust_006876,1048.45,17,fuel,US,0,131,900,1,9,8.1,1,0,34.77,6.0,0,0
tx_live_00000182,cust_005040,89.05,14,restaurants,US,0,282,698,3,8,10.39,1,1,38.82,2.294,0,0
tx_live_00000183,cust_005291,191.74,4,groceries,US,0,183,1073,0,8,3.78,0,1,82.98,2.311,0,0
tx_live_00000184,cust_008249,133.12,15,groceries,DE,1,223,317,2,8,10.42,1,0,50.2,2.652,0,0
tx_live_00000185,cust_009512,72.16,3,restaurants,US,0,343,1153,2,8,29.72,1,0,10.17,7.096,1,0
tx_live_00000186,cust_002073,14.56,3,restaurants,US,0,295,1061,2,11,119.29,0,0,26.79,0.544,0,0
tx_live_00000187,cust_009054,67.53,0,restaurants,US,0,516,2216,4,11,40.17,0,0,72.53,0.931,1,0
tx_live_00000188,cust_005115,5.07,21,groceries,US,0,404,806,0,8,293.01,1,0,169.64,0.05,0,0
tx_live_00000189,cust_006916,27.23,17,groceries,CA,1,353,1481,0,7,64.49,1,0,42.9,0.635,0,0
tx_live_00000190,cust_008725,1441.04,17,online_retail,US,0,427,938,0,5,11.92,1,0,369.85,3.896,0,0
tx_live_00000191,cust_000498,78.97,15,online_retail,US,0,648,258,0,3,44.75,1,0,133.36,0.592,0,0
tx_live_00000192,cust_001234,63.26,17,groceries,US,0,466,1472,2,12,153.2,1,0,36.55,1.731,1,0
tx_live_00000193,cust_011302,27.6,11,fuel,US,0,263,1899,0,8,32.9,0,1,69.35,0.398,0,0
tx_live_00000194,cust_000932,28.1,19,fuel,US,0,292,1168,2,6,32.06,1,0,24.22,1.16,1,0
tx_live_00000195,cust_003982,33.3,15,online_retail,MX,1,539,391,2,11,52.13,0,0,70.55,0.472,0,0
tx_live_00000196,cust_000551,16.43,11,groceries,GB,1,102,1374,0,9,58.47,1,0,36.84,0.446,1,0
tx_live_00000197,cust_008414,6.81,5,online_retail,US,0,522,1235,0,7,68.17,0,0,45.5,0.15,0,0
tx_live_00000198,cust_006945,184.87,1,travel,US,0,186,2241,0,4,13.61,0,0,13.16,14.045,0,0
tx_live_00000199,cust_011360,344.43,9,utilities,DE,1,403,964,0,8,54.63,0,0,29.53,11.664,0,1
tx_live_00000200,cust_000232,34.83,2,groceries,GB,1,549,1077,2,14,18.98,0,1,35.86,0.971,0,0
tx_live_00000201,cust_006230,141.87,23,groceries,JP,1,189,898,0,7,126.37,0,2,22.84,6.213,0,1
tx_live_00000202,cust_003857,19.21,3,restaurants,US,0,227,1961,1,10,112.04,1,0,12.68,1.515,1,0
tx_live_00000203,cust_005050,93.44,20,online_retail,US,0,177,1008,3,6,130.76,1,0,316.59,0.295,0,0
tx_live_00000204,cust_010826,16.47,0,electronics,US,0,120,622,1,5,38.7,0,0,91.82,0.179,0,0
tx_live_00000205,cust_011160,163.44,23,fuel,US,0,399,952,3,9,30.81,1,0,47.78,3.421,1,0
tx_live_00000206,cust_005994,69.37,12,restaurants,US,0,236,1966,2,12,55.12,1,0,43.1,1.61,0,0
tx_live_00000207,cust_005391,18.37,4,fuel,US,0,169,637,3,17,66.77,0,0,25.28,0.727,0,0
tx_live_00000208,cust_001833,113.79,15,restaurants,US,0,567,889,1,9,94.65,0,0,48.59,2.342,0,0
tx_live_00000209,cust_011456,342.59,13,groceries,US,0,333,1016,4,10,80.05,1,0,30.02,11.412,0,0
tx_live_00000210,cust_011188,66.1,4,groceries,US,0,744,2246,1,5,168.57,0,0,40.85,1.618,0,0
tx_live_00000211,cust_006537,63.08,7,groceries,GB,1,152,1676,0,2,54.37,1,0,45.57,1.384,0,0
tx_live_00000212,cust_006540,66.42,0,online_retail,US,0,52,407,1,10,29.06,1,0,17.75,3.743,1,0
tx_live_00000213,cust_007014,74.47,11,fuel,CA,1,74,768,2,7,44.86,1,0,23.37,3.187,0,0
tx_live_00000214,cust_006450,229.31,19,groceries,US,0,249,2020,3,9,22.65,1,0,25.74,8.908,0,0
tx_live_00000215,cust_000308,238.95,2,groceries,US,0,138,1291,2,9,77.84,1,0,32.76,7.294,0,0
tx_live_00000216,cust_005348,7.97,11,utilities,US,0,531,1295,0,10,5.99,1,0,42.81,0.186,0,0
tx_live_00000217,cust_004203,219.91,6,fuel,US,0,449,976,2,14,27.83,1,1,57.89,3.799,0,0
tx_live_00000218,cust_004821,53.58,21,travel,BR,1,532,1643,1,4,84.93,1,0,61.06,0.878,0,0
tx_live_00000219,cust_005506,347.87,4,utilities,US,0,385,1440,4,11,115.31,1,0,53.96,6.447,0,0
tx_live_00000220,cust_008945,1285.62,17,luxury,US,0,349,1191,2,7,22.5,1,0,13.44,6.0,0,0
tx_live_00000221,cust_006231,172.02,7,fuel,FR,1,105,1239,0,10,19.07,1,0,22.26,7.727,1,0
tx_live_00000222,cust_009727,39.25,20,electronics,US,0,215,2527,2,7,63.2,1,0,52.55,0.747,0,0
tx_live_00000223,cust_006556,17.19,5,electronics,US,0,523,1029,0,6,57.08,1,0,99.63,0.173,0,0
tx_live_00000224,cust_005618,83.47,5,groceries,US,0,363,1196,1,8,87.55,1,0,49.26,1.694,0,0
tx_live_00000225,cust_003007,172.29,13,electronics,US,0,414,1013,2,12,90.51,1,0,15.08,11.429,0,0
tx_live_00000226,cust_002014,137.11,4,restaurants,US,0,407,1331,0,6,181.62,1,0,27.44,4.997,1,0
tx_live_00000227,cust_002765,143.67,9,electronics,US,0,486,2034,2,5,47.07,0,0,12.06,11.914,0,0
tx_live_00000228,cust_002777,1887.97,9,groceries,US,0,237,900,2,8,42.58,1,0,36.08,6.0,0,0
tx_live_00000229,cust_011669,134.72,19,fuel,US,0,374,1369,2,4,89.02,0,0,99.81,1.35,0,0
tx_live_00000230,cust_002767,28.71,0,travel,US,0,199,2462,1,10,122.89,0,0,41.67,0.689,0,0
tx_live_00000231,cust_001195,56.8,18,restaurants,US,0,112,1077,2,12,65.4,1,0,74.82,0.759,0,0
tx_live_00000232,cust_003527,13.79,20,groceries,CA,1,268,1027,2,9,57.36,1,0,31.06,0.444,0,0
tx_live_00000233,cust_010802,62.07,1,electronics,US,0,690,1520,1,4,166.19,1,0,21.17,2.932,0,0
tx_live_00000234,cust_007652,1423.35,19,electronics,US,0,211,1044,1,4,32.35,1,0,63.4,6.0,0,0
tx_live_00000235,cust_010837,69.11,10,restaurants,US,0,149,532,0,6,35.62,1,0,55.41,1.247,0,0
