transaction_id,customer_id,amount,hour,merchant_category,country,is_international,device_age_days,account_age_days,transactions_last_hour,transactions_last_24h,distance_from_home_km,card_present,previous_declines_24h,avg_transaction_amount_30d,amount_vs_customer_average,is_new_merchant,fraud
tx_train_00000024,cust_011896,43.45,1,travel,US,0,456,1005,2,9,10.44,0,1,14.63,2.97,0,0
tx_train_00000025,cust_010673,46.89,11,restaurants,US,0,529,1088,2,12,48.55,1,0,24.02,1.952,0,0
tx_train_00000026,cust_003126,113.56,20,groceries,CA,1,354,841,1,3,83.12,1,1,17.0,6.679,0,0
tx_train_00000027,cust_004984,96.11,6,groceries,US,0,181,1020,2,8,66.42,1,0,22.06,4.356,0,0
tx_train_00000028,cust_003243,100.76,19,groceries,US,0,262,640,0,7,43.57,0,0,27.19,3.705,0,0
tx_train_00000029,cust_010194,102.6,19,utilities,US,0,876,1806,2,10,40.0,1,1,72.64,1.412,0,0
tx_train_00000030,cust_003948,567.73,0,groceries,US,0,340,1242,0,8,185.27,1,1,25.06,22.657,1,1
tx_train_00000031,cust_004641,44.42,12,restaurants,US,0,1433,1117,1,12,120.75,1,0,119.6,0.371,0,0
tx_train_00000032,cust_007913,39.96,6,groceries,US,0,159,1303,0,9,10.76,1,0,21.52,1.857,0,0
tx_train_00000033,cust_001997,29.55,23,online_retail,US,0,187,562,0,8,28.91,0,0,13.58,2.177,0,0
tx_train_00000034,cust_010919,123.47,16,restaurants,US,0,364,1370,3,9,50.48,1,1,21.78,5.668,0,0
tx_train_00000035,cust_002396,206.23,12,utilities,US,0,271,888,0,11,94.02,0,0,71.92,2.868,0,0
tx_train_00000036,cust_010740,59.5,15,online_retail,US,0,829,595,0,5,14.11,1,0,31.48,1.89,0,0
tx_train_00000037,cust_005331,28.78,4,utilities,US,0,229,1702,0,4,3.31,1,0,45.53,0.632,0,0
tx_train_00000038,cust_007731,29.24,12,groceries,US,0,233,1264,1,6,38.73,0,0,54.29,0.539,0,0
tx_train_00000039,cust_009095,127.82,18,restaurants,JP,1,364,394,2,5,83.64,0,0,22.26,5.743,0,0
tx_train_00000040,cust_010337,140.23,22,restaurants,US,0,823,947,0,8,51.28,0,0,28.47,4.925,0,0
tx_train_00000041,cust_001409,114.8,3,groceries,US,0,190,2274,3,11,129.61,1,0,45.59,2.518,0,0
tx_train_00000042,cust_007274,34.28,21,groceries,CA,1,580,1002,2,9,80.6,1,0,26.51,1.293,0,0
tx_train_00000043,cust_011116,84.11,6,travel,US,0,328,540,0,3,22.0,0,1,56.2,1.497,0,0
tx_train_00000044,cust_005323,74.94,20,online_retail,US,0,529,748,1,9,32.56,1,0,44.61,1.68,1,0
tx_train_00000045,cust_005874,82.99,22,online_retail,CA,1,309,794,1,8,51.69,1,0,46.28,1.793,0,0
tx_train_00000046,cust_004594,159.4,19,online_retail,MX,1,269,1596,1,6,32.33,0,0,21.69,7.348,0,0
tx_train_00000047,cust_009071,83.4,23,electronics,US,0,206,947,2,6,34.75,1,1,28.82,2.894,0,0
tx_train_00000048,cust_004892,131.49,13,luxury,US,0,588,553,1,6,45.03,1,0,31.01,4.241,0,0
tx_train_00000049,cust_010094,71.35,18,groceries,DE,1,413,1120,1,11,5.34,0,0,31.42,2.271,0,0
tx_train_00000050,cust_007297,89.04,21,online_retail,US,0,443,838,1,5,58.64,0,1,55.65,1.6,0,0
tx_train_00000051,cust_001465,125.37,4,fuel,US,0,894,374,1,8,50.22,0,0,44.15,2.84,0,0
tx_train_00000052,cust_004786,15.53,17,restaurants,CA,1,839,1097,0,8,66.51,0,0,49.17,0.316,1,0
tx_train_00000053,cust_007038,48.44,17,utilities,CA,1,794,1839,1,6,33.14,1,1,5.84,8.301,0,0
tx_train_00000054,cust_010183,41.66,11,travel,US,0,372,426,0,3,67.43,0,0,144.57,0.288,0,0
tx_train_00000055,cust_004924,35.2,14,electronics,US,0,802,1089,2,9,50.1,0,0,29.55,1.191,0,0
tx_train_00000056,cust_000301,50.65,15,electronics,GB,1,129,2017,0,5,17.18,1,0,20.64,2.454,0,0
tx_train_00000057,cust_009322,297.36,10,groceries,US,0,293,1470,5,12,10.89,1,1,72.12,4.123,0,0
tx_train_00000058,cust_011508,28.06,14,restaurants,US,0,179,2528,1,9,24.88,1,0,11.52,2.436,0,0
tx_train_00000059,cust_001068,175.61,10,utilities,CA,1,363,829,2,8,40.33,1,1,91.04,1.929,0,0
tx_train_00000060,cust_005128,12.39,11,online_retail,US,0,135,981,0,8,61.78,1,0,14.87,0.833,0,0
tx_train_00000061,cust_001361,47.71,10,utilities,CA,1,318,3095,0,6,15.9,1,0,107.4,0.444,0,0
tx_train_00000062,cust_002615,78.47,11,groceries,CA,1,228,239,1,8,33.85,1,0,11.13,7.049,0,0
tx_train_00000063,cust_006384,119.85,7,groceries,GB,1,579,1982,1,14,20.2,1,0,28.13,4.26,0,0
tx_train_00000064,cust_005889,135.81,2,electronics,US,0,391,247,1,9,29.23,1,0,57.15,2.376,0,0
tx_train_00000065,cust_007277,147.43,12,restaurants,US,0,285,684,2,12,33.97,1,0,23.73,6.213,0,0
tx_train_00000066,cust_001365,47.05,10,restaurants,US,0,215,2342,0,5,30.09,1,0,53.79,0.875,0,0
tx_train_00000067,cust_008604,42.0,0,luxury,CA,1,78,1137,1,7,61.56,1,0,13.83,3.038,0,0
tx_train_00000068,cust_000898,157.27,12,groceries,CA,1,140,1393,0,3,76.47,1,1,57.74,2.724,0,0
tx_train_00000069,cust_003603,55.07,20,restaurants,US,0,374,2145,0,3,33.08,0,0,78.29,0.703,0,0
tx_train_00000070,cust_008351,18.62,6,electronics,US,0,411,368,0,5,10.9,1,1,41.81,0.445,0,0
tx_train_00000071,cust_005002,21.47,21,electronics,MX,1,369,673,1,8,224.82,1,0,95.93,0.224,1,0
tx_train_00000072,cust_008553,26.59,12,luxury,FR,1,323,440,3,10,10.87,1,0,195.57,0.136,0,0
tx_train_00000073,cust_008699,109.64,9,online_retail,US,0,378,311,0,5,35.84,1,1,138.43,0.792,0,0
tx_train_00000074,cust_006704,76.89,20,restaurants,US,0,279,1247,1,6,90.96,1,0,157.92,0.487,1,0
tx_train_00000075,cust_009209,133.02,22,groceries,US,0,343,474,3,12,97.63,0,0,52.99,2.51,0,0
tx_train_00000076,cust_004533,43.5,22,electronics,US,0,330,524,2,4,29.72,0,0,73.92,0.588,0,0
tx_train_00000077,cust_002363,78.14,18,online_retail,US,0,276,998,0,6,3.93,1,1,46.41,1.684,0,0
tx_train_00000078,cust_006633,124.66,15,restaurants,US,0,1046,467,2,12,29.32,1,2,8.53,14.607,0,1
tx_train_00000079,cust_009033,48.94,20,online_retail,US,0,753,947,0,4,23.63,0,0,21.4,2.286,0,0
tx_train_00000080,cust_004596,105.3,20,fuel,US,0,286,1436,3,12,78.66,1,0,44.97,2.342,0,0
tx_train_00000081,cust_004347,34.4,21,fuel,GB,1,286,1559,2,11,151.42,0,0,25.28,1.361,0,0
tx_train_00000082,cust_010874,46.38,19,fuel,JP,1,390,3608,2,9,33.17,1,0,37.48,1.237,0,0
tx_train_00000083,cust_009301,45.53,8,online_retail,US,0,506,353,2,9,13.26,0,0,105.23,0.433,0,0
tx_train_00000084,cust_002748,20.17,23,online_retail,FR,1,466,1893,1,9,81.53,1,0,27.65,0.73,0,0
tx_train_00000085,cust_003029,108.52,19,fuel,GB,1,212,1476,1,7,14.26,0,1,73.59,1.475,1,0
tx_train_00000086,cust_003380,41.7,20,utilities,US,0,791,763,2,11,69.62,1,0,65.64,0.635,0,0
tx_train_00000087,cust_006418,67.52,3,luxury,US,0,456,510,3,14,75.89,1,0,118.36,0.57,0,0
tx_train_00000088,cust_007823,107.85,0,luxury,GB,1,15,1146,2,3,48.82,1,0,23.41,4.608,0,0
tx_train_00000089,cust_009832,104.22,23,online_retail,US,0,248,1166,0,6,47.03,1,1,108.0,0.965,0,0
tx_train_00000090,cust_000972,129.72,14,groceries,CA,1,168,1526,1,8,66.31,1,0,90.19,1.438,0,0
tx_train_00000091,cust_011336,60.43,14,groceries,CA,1,139,820,0,8,70.94,1,0,34.52,1.751,0,0
tx_train_00000092,cust_000401,43.67,16,groceries,CA,1,579,1256,0,8,21.77,1,0,220.84,0.198,0,0
tx_train_00000093,cust_008435,61.58,16,fuel,US,0,378,548,0,7,22.85,1,0,99.66,0.618,0,0
tx_train_00000094,cust_001570,12.34,0,online_retail,CA,1,418,792,3,5,74.43,1,0,91.24,0.135,0,0
tx_train_00000095,cust_000016,15.69,7,groceries,US,0,345,1386,0,10,28.24,1,0,55.69,0.282,0,0
tx_train_00000096,cust_010684,17.77,12,fuel,US,0,377,1217,1,8,37.75,0,1,18.81,0.945,0,0
tx_train_00000097,cust_006437,24.6,0,restaurants,US,0,490,1908,3,8,177.9,1,0,55.16,0.446,0,0
tx_train_00000098,cust_002233,99.46,21,restaurants,CA,1,308,1647,1,9,60.26,1,0,75.34,1.32,0,0
tx_train_00000099,cust_008362,26.96,3,electronics,US,0,234,992,0,7,89.99,1,0,26.73,1.009,0,0
tx_train_00000100,cust_000349,45.69,10,electronics,US,0,581,3975,1,10,99.92,1,0,98.59,0.463,0,0
tx_train_00000101,cust_005735,244.5,3,groceries,US,0,389,1591,0,8,32.24,0,1,43.27,5.65,0,0
tx_train_00000102,cust_007052,46.7,1,groceries,US,0,616,1889,3,12,79.2,0,3,93.03,0.502,0,1
tx_train_00000103,cust_006297,139.42,10,groceries,US,0,580,424,0,3,9.92,1,0,91.08,1.531,0,0
tx_train_00000104,cust_003430,26.22,18,fuel,CA,1,179,1798,2,8,109.15,1,0,20.27,1.294,0,0
tx_train_00000105,cust_009311,54.3,7,restaurants,DE,1,193,1439,1,7,25.61,0,0,39.2,1.385,0,0
tx_train_00000106,cust_005896,25.79,11,restaurants,FR,1,225,916,1,7,52.33,0,0,81.56,0.316,0,0
tx_train_00000107,cust_000501,47.51,22,restaurants,US,0,227,475,1,5,90.19,1,0,73.19,0.649,0,0
tx_train_00000108,cust_005561,154.52,9,groceries,US,0,281,1164,1,9,330.47,1,2,56.0,2.759,0,0
tx_train_00000109,cust_000328,11.85,20,fuel,US,0,79,688,1,8,14.89,1,1,40.1,0.295,0,0
tx_train_00000110,cust_001365,102.97,23,groceries,US,0,224,586,1,6,42.93,1,0,29.51,3.489,0,0
tx_train_00000111,cust_008671,84.58,12,restaurants,US,0,622,1016,3,8,39.36,1,0,18.25,4.635,0,0
tx_train_00000112,cust_000713,36.81,14,luxury,US,0,441,1140,3,11,78.79,1,1,171.2,0.215,0,0
tx_train_00000113,cust_001936,15.7,20,restaurants,CA,1,314,718,1,9,33.12,1,0,17.85,0.88,0,0
tx_train_00000114,cust_011460,71.67,16,travel,US,0,113,1526,2,9,116.87,1,0,34.17,2.098,0,0
tx_train_00000115,cust_004162,39.27,14,travel,US,0,353,3208,0,7,5.59,1,0,22.48,1.747,0,0
tx_train_00000116,cust_008481,84.16,21,fuel,US,0,383,2266,0,7,34.97,1,0,22.64,3.718,0,0
tx_train_00000117,cust_006090,68.16,22,online_retail,US,0,211,1369,1,4,137.71,0,0,35.71,1.909,0,0
tx_train_00000118,cust_010738,330.89,7,restaurants,FR,1,366,1601,1,5,5.39,0,1,77.04,4.295,1,1
tx_train_00000119,cust_006150,52.49,17,groceries,US,0,158,2620,2,9,57.41,1,0,41.1,1.277,0,0
tx_train_00000120,cust_005363,23.96,6,luxury,US,0,367,682,1,7,69.12,0,0,54.49,0.44,1,0
tx_train_00000121,cust_006946,79.78,17,groceries,US,0,115,1079,2,6,110.85,1,0,17.3,4.611,1,0
tx_train_00000122,cust_006788,83.1,2,travel,US,0,91,594,0,3,32.69,1,1,18.55,4.481,1,1
tx_train_00000123,cust_010457,259.61,6,travel,US,0,156,569,0,7,122.69,0,0,150.32,1.727,0,0
tx_train_00000124,cust_007507,153.72,19,restaurants,US,0,173,1252,1,8,45.06,1,0,47.49,3.237,0,0
tx_train_00000125,cust_001786,95.28,19,online_retail,US,0,114,716,0,7,18.7,1,0,86.16,1.106,0,0
tx_train_00000126,cust_005229,288.1,11,electronics,GB,1,478,1163,4,7,64.38,1,0,99.2,2.904,1,0
tx_train_00000127,cust_004993,20.31,18,restaurants,US,0,235,1358,0,3,23.37,1,0,72.36,0.281,0,0
tx_train_00000128,cust_001819,35.17,11,fuel,DE,1,253,920,0,5,47.38,1,0,43.06,0.817,0,0
tx_train_00000129,cust_011122,26.4,1,restaurants,CA,1,1057,635,1,7,10.47,1,0,31.71,0.833,0,0
tx_train_00000130,cust_009379,45.16,19,groceries,US,0,891,823,2,12,20.11,1,0,19.63,2.3,0,0
tx_train_00000131,cust_002785,16.83,1,fuel,US,0,402,2563,1,15,74.5,0,0,26.72,0.63,0,0
tx_train_00000132,cust_000273,125.86,19,online_retail,US,0,918,1615,2,6,77.01,1,0,25.46,4.944,0,0
tx_train_00000133,cust_008770,53.4,21,electronics,US,0,297,1436,2,9,37.33,1,0,20.19,2.645,0,0
tx_train_00000134,cust_004028,15.32,0,luxury,US,0,626,798,1,6,7.78,0,0,13.69,1.119,0,0
tx_train_00000135,cust_007714,24.15,23,restaurants,US,0,170,792,1,5,133.08,1,1,55.23,0.437,0,0
tx_train_00000136,cust_003064,91.24,14,utilities,JP,1,228,1764,2,10,36.86,1,0,57.02,1.6,0,0
tx_train_00000137,cust_001572,154.18,14,electronics,US,0,145,2438,1,10,25.95,1,0,29.45,5.235,0,0
tx_train_00000138,cust_004684,491.14,7,online_retail,FR,1,450,1583,2,8,56.06,1,1,34.53,14.222,1,1
tx_train_00000139,cust_005121,1228.88,4,electronics,GB,1,353,2463,1,6,89.75,1,2,50.23,24.467,0,1
tx_train_00000140,cust_003428,100.93,0,fuel,CA,1,109,637,0,8,58.05,1,0,29.36,3.438,1,0
tx_train_00000141,cust_001169,24.79,10,fuel,CA,1,240,1439,0,8,18.24,1,0,46.6,0.532,0,0
tx_train_00000142,cust_002854,7.91,18,restaurants,US,0,165,796,1,5,17.83,0,0,23.47,0.337,0,0
tx_train_00000143,cust_006002,87.16,0,electronics,US,0,348,1277,0,2,15.11,1,0,34.15,2.552,0,0
tx_train_00000144,cust_008851,29.58,5,electronics,US,0,363,729,0,6,3.03,1,0,26.79,1.104,0,0
tx_train_00000145,cust_004205,44.02,19,utilities,CA,1,304,1820,0,10,20.41,1,0,21.83,2.017,0,0
tx_train_00000146,cust_007581,36.16,10,restaurants,GB,1,468,1388,3,12,6.23,0,0,61.16,0.591,0,0
tx_train_00000147,cust_009016,57.93,2,fuel,JP,1,827,548,4,12,45.5,1,0,36.12,1.604,0,0
tx_train_00000148,cust_008843,193.64,23,groceries,US,0,196,422,2,5,20.96,0,1,16.14,12.0,0,1
tx_train_00000149,cust_002585,78.03,8,utilities,US,0,264,797,2,6,20.18,0,0,11.33,6.888,0,0
tx_train_00000150,cust_006021,56.9,4,luxury,US,0,278,1459,3,12,72.72,0,0,37.13,1.532,0,0
tx_train_00000151,cust_011636,23.67,13,utilities,US,0,215,1911,2,6,28.7,0,1,41.59,0.569,0,0
tx_train_00000152,cust_000176,12.49,2,electronics,US,0,304,762,1,12,21.42,1,0,60.97,0.205,0,0
tx_train_00000153,cust_008111,41.0,16,groceries,US,0,27,1108,0,6,69.91,1,0,112.22,0.365,0,0
tx_train_00000154,cust_010426,63.19,15,restaurants,MX,1,210,664,2,8,23.18,0,2,89.74,0.704,0,0
tx_train_00000155,cust_002936,390.7,21,restaurants,US,0,217,1748,0,5,22.02,0,1,54.0,7.235,1,0
tx_train_00000156,cust_008276,75.97,7,online_retail,US,0,107,574,0,2,30.78,1,0,31.89,2.382,1,0
tx_train_00000157,cust_007436,178.17,10,groceries,US,0,445,1460,2,8,21.96,0,0,23.65,7.533,1,0
tx_train_00000158,cust_006486,40.48,16,restaurants,US,0,186,568,0,5,43.78,0,0,82.58,0.49,0,0
tx_train_00000159,cust_010311,20.39,4,groceries,CA,1,497,598,3,9,15.51,0,0,86.77,0.235,0,0
tx_train_00000160,cust_011871,25.4,8,fuel,US,0,499,1436,2,4,78.43,0,1,11.21,2.266,0,0
tx_train_00000161,cust_002189,32.29,2,utilities,US,0,342,357,1,10,66.4,1,0,131.21,0.246,0,0
tx_train_00000162,cust_010141,560.3,16,restaurants,JP,1,165,954,3,11,65.73,1,1,80.7,6.943,0,1
tx_train_00000163,cust_011391,29.33,15,electronics,US,0,394,1765,3,8,59.94,1,0,52.74,0.556,0,0
tx_train_00000164,cust_000799,154.24,2,restaurants,US,0,531,1307,1,7,3.08,1,0,32.67,4.721,0,0
tx_train_00000165,cust_009895,27.03,3,fuel,US,0,244,1809,2,12,119.04,1,0,26.77,1.01,0,0
tx_train_00000166,cust_010561,169.28,9,fuel,US,0,408,1106,1,9,97.16,1,0,43.45,3.896,0,0
tx_train_00000167,cust_000486,98.0,15,groceries,US,0,257,1176,2,7,7.34,0,0,19.31,5.075,0,0
tx_train_00000168,cust_003889,57.02,18,restaurants,CA,1,394,629,3,8,13.85,0,0,26.54,2.149,0,0
tx_train_00000169,cust_010073,64.02,10,restaurants,CA,1,75,558,2,7,48.53,1,0,57.67,1.11,0,0
tx_train_00000170,cust_003643,34.65,19,groceries,GB,1,509,665,2,9,62.63,1,0,67.26,0.515,0,0
tx_train_00000171,cust_008258,104.18,9,groceries,CA,1,793,342,0,7,38.31,0,0,44.32,2.351,0,0
tx_train_00000172,cust_009532,42.31,14,fuel,US,0,486,607,1,12,73.29,1,0,84.72,0.499,1,0
tx_train_00000173,cust_002725,19.58,6,fuel,US,0,261,982,1,13,31.25,1,0,81.88,0.239,0,0
tx_train_00000174,cust_009918,18.58,15,groceries,US,0,120,1961,2,11,54.27,1,1,199.05,0.093,0,0
tx_train_00000175,cust_002095,79.25,21,online_retail,US,0,202,1120,4,10,39.39,0,0,113.94,0.696,1,0
tx_train_00000176,cust_005786,323.47,6,restaurants,MX,1,531,629,1,3,41.35,1,1,64.84,4.988,1,1
tx_train_00000177,cust_005888,78.26,17,electronics,FR,1,100,1574,1,9,60.65,1,0,58.67,1.334,0,0
tx_train_00000178,cust_007878,59.23,10,luxury,JP,1,276,215,4,8,46.14,0,0,73.04,0.811,0,0
tx_train_00000179,cust_004865,88.75,12,restaurants,US,0,300,749,3,9,68.76,1,0,49.08,1.808,0,0
tx_train_00000180,cust_002171,246.16,13,electronics,DE,1,228,1145,0,3,23.5,1,1,43.69,5.634,0,0
tx_train_00000181,cust_001635,83.04,10,online_retail,US,0,198,1085,1,7,13.83,1,1,60.79,1.366,0,0
tx_train_00000182,cust_002903,44.22,15,fuel,US,0,61,2032,1,8,65.34,0,0,109.01,0.406,0,0
tx_train_00000183,cust_002052,201.6,8,travel,US,0,427,930,4,10,50.09,0,1,54.31,3.712,0,0
tx_train_00000184,cust_011177,102.39,3,groceries,US,0,158,403,1,8,124.06,0,0,22.95,4.461,0,0
tx_train_00000185,cust_005343,309.75,9,online_retail,US,0,167,1075,0,6,30.66,0,1,22.13,13.994,0,0
tx_train_00000186,cust_001076,80.1,10,electronics,US,0,181,2097,1,10,11.98,1,1,20.44,3.92,0,0
tx_train_00000187,cust_004300,19.6,20,electronics,GB,1,178,1798,0,5,126.1,1,0,57.85,0.339,0,0
tx_train_00000188,cust_005685,16.98,15,online_retail,US,0,258,1669,0,4,15.56,0,0,42.67,0.398,1,0
tx_train_00000189,cust_007975,347.56,10,groceries,CA,1,197,527,2,9,22.35,1,0,46.2,7.523,0,0
tx_train_00000190,cust_003796,373.78,20,utilities,CA,1,600,1178,0,4,60.8,1,0,43.54,8.585,0,0
tx_train_00000191,cust_008213,55.73,0,electronics,US,0,97,1532,1,3,12.15,0,0,28.98,1.923,0,0
tx_train_00000192,cust_006161,45.46,16,electronics,US,0,605,1144,1,13,23.84,1,0,34.22,1.328,1,0
tx_train_00000193,cust_009802,287.56,22,restaurants,US,0,414,1097,0,8,46.47,1,0,63.25,4.547,0,0
tx_train_00000194,cust_009966,22.04,16,travel,GB,1,148,1760,2,8,61.28,1,1,18.58,1.186,1,0
tx_train_00000195,cust_001242,27.26,14,electronics,US,0,245,1000,0,10,71.16,1,0,66.05,0.413,0,0
tx_train_00000196,cust_011619,126.89,12,groceries,US,0,267,1178,1,14,1.68,0,0,196.21,0.647,0,0
tx_train_00000197,cust_000651,44.94,3,electronics,US,0,316,868,1,8,57.47,1,0,24.58,1.828,0,0
tx_train_00000198,cust_006537,66.35,3,utilities,US,0,213,1278,3,7,115.03,1,0,117.62,0.564,0,0
tx_train_00000199,cust_001727,56.63,3,groceries,US,0,268,1214,2,6,24.89,1,0,35.95,1.575,0,0
tx_train_00000200,cust_003520,93.46,22,online_retail,US,0,175,1040,3,9,71.61,1,0,32.96,2.835,0,0
tx_train_00000201,cust_004986,272.46,9,fuel,US,0,200,1217,3,12,42.21,1,0,112.27,2.427,0,0
tx_train_00000202,cust_004707,73.01,23,restaurants,GB,1,545,323,1,8,23.33,1,0,89.22,0.818,0,0
tx_train_00000203,cust_004798,126.97,14,luxury,BR,1,1008,726,0,5,15.94,1,0,28.11,4.516,0,0
tx_train_00000204,cust_011324,8.58,18,groceries,US,0,258,760,1,3,40.43,1,0,35.2,0.244,0,0
tx_train_00000205,cust_001465,63.52,22,utilities,US,0,143,2566,0,7,18.31,0,0,56.36,1.127,0,0
tx_train_00000206,cust_009857,28.7,12,restaurants,US,0,318,1220,4,9,116.07,0,0,51.13,0.561,0,0
tx_train_00000207,cust_002200,19.71,1,luxury,CA,1,359,1930,3,8,50.01,0,0,20.85,0.945,0,0
tx_train_00000208,cust_005639,27.71,19,travel,US,0,1184,798,1,7,32.56,1,0,143.34,0.193,0,0
tx_train_00000209,cust_001885,47.75,8,restaurants,US,0,129,784,0,6,21.1,1,0,34.49,1.385,0,0
tx_train_00000210,cust_004181,166.65,3,fuel,US,0,217,1715,0,5,13.39,0,0,97.82,1.704,0,0
tx_train_00000211,cust_010639,17.7,6,groceries,US,0,740,1572,0,9,57.32,0,1,22.13,0.8,0,0
tx_train_00000212,cust_011816,68.76,23,groceries,CA,1,252,1214,3,10,44.73,1,0,38.02,1.809,0,0
tx_train_00000213,cust_011056,41.09,10,luxury,DE,1,192,2407,0,7,23.82,1,1,45.49,0.903,0,0
tx_train_00000214,cust_007385,48.05,13,fuel,CA,1,201,1756,2,15,48.94,1,0,41.09,1.17,0,0
tx_train_00000215,cust_003675,181.77,19,groceries,US,0,264,1486,0,5,75.35,0,0,125.27,1.451,0,0
tx_train_00000216,cust_008746,114.22,13,online_retail,CA,1,366,1855,2,9,35.91,1,0,15.87,7.198,1,0
tx_train_00000217,cust_010797,254.02,3,groceries,US,0,288,2046,1,10,18.65,1,0,11.33,22.423,0,0
tx_train_00000218,cust_010587,57.14,2,online_retail,US,0,169,386,1,6,58.38,0,0,24.76,2.308,0,0
tx_train_00000219,cust_006425,33.25,22,restaurants,DE,1,358,2967,1,6,28.25,0,0,35.16,0.946,1,0
tx_train_00000220,cust_002791,53.31,4,online_retail,US,0,349,490,0,7,29.87,1,0,115.2,0.463,0,0
tx_train_00000221,cust_002220,84.99,6,fuel,US,0,293,487,2,7,175.56,1,0,24.68,3.444,0,0
tx_train_00000222,cust_007318,79.56,0,fuel,US,0,370,1061,0,9,55.28,0,0,197.53,0.403,0,0
tx_train_00000223,cust_001012,22.55,18,groceries,JP,1,184,1273,1,6,117.43,0,0,9.33,2.418,1,0
tx_train_00000224,cust_010722,73.0,12,online_retail,US,0,108,1606,3,11,37.36,1,0,37.11,1.967,0,0
tx_train_00000225,cust_011420,83.78,15,travel,CA,1,457,533,1,7,86.5,1,1,32.23,2.6,0,0
tx_train_00000226,cust_001090,826.73,4,fuel,US,0,362,1786,2,7,28.42,1,0,71.61,11.545,0,0
tx_train_00000227,cust_000296,435.65,13,groceries,US,0,428,1647,1,11,34.29,0,0,84.35,5.165,0,0
tx_train_00000228,cust_011329,28.41,13,groceries,US,0,641,538,3,8,49.51,1,1,17.96,1.582,0,0
tx_train_00000229,cust_008371,50.03,20,online_retail,US,0,303,1627,3,7,19.48,1,1,42.99,1.164,0,0
tx_train_00000230,cust_005440,15.43,17,travel,US,0,487,403,3,6,57.12,1,1,41.71,0.37,0,0
tx_train_00000231,cust_007892,36.94,14,travel,US,0,517,655,1,9,55.31,1,1,102.1,0.362,0,0
tx_train_00000232,cust_005001,91.43,16,electronics,CA,1,242,1037,1,5,17.42,0,0,112.33,0.814,0,0
tx_train_00000233,cust_006876,222.71,18,utilities,US,0,178,623,1,7,47.67,1,0,16.13,13.804,0,0
tx_train_00000234,cust_009992,32.17,5,restaurants,US,0,310,819,1,2,51.32,1,0,10.67,3.016,0,0
tx_train_00000235,cust_002933,34.67,14,fuel,US,0,107,1113,0,8,26.36,1,0,20.24,1.713,0,0
